video,segment,start,startframe,end,endframe
GreenEgg_Sep2021_0001,12,11000,330,12000,360
GreenEgg_Sep2021_0001,13,12000,360,13000,390
GreenEgg_Sep2021_0001,14,13000,390,14000,420
GreenEgg_Sep2021_0001,15,14000,420,15000,450
GreenEgg_Sep2021_0001,16,15000,450,15300,459
Tulamben1_Jun2022_0069,1,0,0,1000,29
Tulamben1_Jun2022_0069,2,1000,29,2000,59
Tulamben1_Jun2022_0069,3,2000,59,3000,89
Tulamben1_Jun2022_0069,4,3000,89,4000,119
Tulamben1_Jun2022_0069,5,4000,119,5000,149
Tulamben1_Jun2022_0069,6,5000,149,6000,179
Tulamben1_Jun2022_0069,7,6000,179,7000,209
Tulamben1_Jun2022_0069,8,7000,209,8000,239
Tulamben1_Jun2022_0069,9,8000,239,9000,269
Tulamben1_Jun2022_0069,10,9000,269,10000,299
Tulamben1_Jun2022_0069,11,10000,299,11000,329
Tulamben1_Jun2022_0069,12,11000,329,12000,359
Tulamben1_Jun2022_0069,13,12000,359,13000,389
Tulamben1_Jun2022_0069,14,13000,389,14000,419
Tulamben1_Jun2022_0069,15,14000,419,15000,449
Tulamben1_Jun2022_0069,16,15000,449,16000,479
Tulamben1_Jun2022_0069,17,16000,479,17000,509
Tulamben1_Jun2022_0069,18,17000,509,18000,539
Tulamben1_Jun2022_0069,19,18000,539,19000,569
Tulamben1_Jun2022_0069,20,19000,569,20000,599
Tulamben1_Jun2022_0069,21,20000,599,21000,629
Tulamben1_Jun2022_0069,22,21000,629,22000,659
Tulamben1_Jun2022_0069,23,22000,659,23000,689
Tulamben1_Jun2022_0069,24,23000,689,24000,719
Tulamben1_Jun2022_0069,25,24000,719,25000,749
Tulamben1_Jun2022_0069,26,25000,749,26000,779
Tulamben1_Jun2022_0069,27,26000,779,27000,809
Tulamben1_Jun2022_0069,28,27000,809,28000,839
Tulamben1_Jun2022_0069,29,28000,839,28360,849
NusaPenida_Jul2022_0119,1,0,0,1000,29
NusaPenida_Jul2022_0119,2,1000,29,2000,59
NusaPenida_Jul2022_0119,3,2000,59,3000,89
NusaPenida_Jul2022_0119,4,3000,89,4000,119
NusaPenida_Jul2022_0119,5,4000,119,5000,149
NusaPenida_Jul2022_0119,6,5000,149,6000,179
NusaPenida_Jul2022_0119,7,6000,179,7000,209
NusaPenida_Jul2022_0119,8,7000,209,8000,239
NusaPenida_Jul2022_0119,9,8000,239,9000,269
NusaPenida_Jul2022_0119,10,9000,269,10000,299
NusaPenida_Jul2022_0119,11,10000,299,11000,329
NusaPenida_Jul2022_0119,12,11000,329,12000,359
NusaPenida_Jul2022_0119,13,12000,359,13000,389
NusaPenida_Jul2022_0119,14,13000,389,14000,419
NusaPenida_Jul2022_0119,15,14000,419,15000,449
NusaPenida_Jul2022_0119,16,15000,449,16000,479
NusaPenida_Jul2022_0119,17,16000,479,17000,509
NusaPenida_Jul2022_0119,18,17000,509,18000,539
NusaPenida_Jul2022_0119,19,18000,539,19000,569
NusaPenida_Jul2022_0119,20,19000,569,20000,599
NusaPenida_Jul2022_0119,21,20000,599,21000,629
NusaPenida_Jul2022_0119,22,21000,629,22000,659
NusaPenida_Jul2022_0119,23,22000,659,23000,689
NusaPenida_Jul2022_0119,24,23000,689,24000,719
NusaPenida_Jul2022_0119,25,24000,719,25000,749
NusaPenida_Jul2022_0119,26,25000,749,26000,779
NusaPenida_Jul2022_0119,27,26000,779,27000,809
NusaPenida_Jul2022_0119,28,27000,809,28000,839
NusaPenida_Jul2022_0119,29,28000,839,29000,869
NusaPenida_Jul2022_0119,30,29000,869,30000,899
NusaPenida_Jul2022_0119,31,30000,899,31000,929
NusaPenida_Jul2022_0119,32,31000,929,32000,959
NusaPenida_Jul2022_0119,33,32000,959,33000,989
NusaPenida_Jul2022_0119,34,33000,989,34000,1018
NusaPenida_Jul2022_0119,35,34000,1018,35000,1048
NusaPenida_Jul2022_0119,36,35000,1048,36000,1078
NusaPenida_Jul2022_0119,37,36000,1078,37000,1108
NusaPenida_Jul2022_0119,38,37000,1108,38000,1138
NusaPenida_Jul2022_0119,39,38000,1138,39000,1168
NusaPenida_Jul2022_0119,40,39000,1168,40000,1198
NusaPenida_Jul2022_0119,41,40000,1198,41000,1228
NusaPenida_Jul2022_0119,42,41000,1228,42000,1258
NusaPenida_Jul2022_0119,43,42000,1258,43000,1288
NusaPenida_Jul2022_0119,44,43000,1288,44000,1318
NusaPenida_Jul2022_0119,45,44000,1318,45000,1348
NusaPenida_Jul2022_0119,46,45000,1348,46000,1378
NusaPenida_Jul2022_0119,47,46000,1378,47000,1408
NusaPenida_Jul2022_0119,48,47000,1408,48000,1438
NusaPenida_Jul2022_0119,49,48000,1438,49000,1468
NusaPenida_Jul2022_0119,50,49000,1468,50000,1498
NusaPenida_Jul2022_0119,51,50000,1498,51000,1528
NusaPenida_Jul2022_0119,52,51000,1528,52000,1558
NusaPenida_Jul2022_0119,53,52000,1558,53000,1588
NusaPenida_Jul2022_0119,54,53000,1588,54000,1618
NusaPenida_Jul2022_0119,55,54000,1618,55000,1648
NusaPenida_Jul2022_0119,56,55000,1648,56000,1678
NusaPenida_Jul2022_0119,57,56000,1678,57000,1708
NusaPenida_Jul2022_0119,58,57000,1708,58000,1738
NusaPenida_Jul2022_0119,59,58000,1738,59000,1768
NusaPenida_Jul2022_0119,60,59000,1768,60000,1798
NusaPenida_Jul2022_0119,61,60000,1798,61000,1828
NusaPenida_Jul2022_0119,62,61000,1828,62000,1858
NusaPenida_Jul2022_0119,63,62000,1858,63000,1888
NusaPenida_Jul2022_0119,64,63000,1888,64000,1918
NusaPenida_Jul2022_0119,65,64000,1918,65000,1948
NusaPenida_Jul2022_0119,66,65000,1948,66000,1978
NusaPenida_Jul2022_0119,67,66000,1978,67000,2007
NusaPenida_Jul2022_0119,68,67000,2007,68000,2037
NusaPenida_Jul2022_0119,69,68000,2037,69000,2067
NusaPenida_Jul2022_0119,70,69000,2067,70000,2097
Tulamben2_Jun2022_0007,1,0,0,1000,29
Tulamben2_Jun2022_0007,2,1000,29,2000,59
Tulamben2_Jun2022_0007,3,2000,59,3000,89
Tulamben2_Jun2022_0007,4,3000,89,4000,119
Tulamben2_Jun2022_0007,5,4000,119,5000,149
Tulamben2_Jun2022_0007,6,5000,149,6000,179
Tulamben2_Jun2022_0007,7,6000,179,7000,209
Tulamben2_Jun2022_0007,8,7000,209,8000,239
Tulamben2_Jun2022_0007,9,8000,239,9000,269
Tulamben2_Jun2022_0007,10,9000,269,10000,299
Tulamben2_Jun2022_0007,11,10000,299,11000,329
Tulamben2_Jun2022_0007,12,11000,329,12000,359
Tulamben2_Jun2022_0007,13,12000,359,12580,377
Molokini_Jul2022_0013,1,0,0,1000,29
Molokini_Jul2022_0013,2,1000,29,2000,59
Molokini_Jul2022_0013,3,2000,59,3000,89
Molokini_Jul2022_0013,4,3000,89,4000,119
Molokini_Jul2022_0013,5,4000,119,5000,149
Molokini_Jul2022_0013,6,5000,149,6000,179
Molokini_Jul2022_0013,7,6000,179,7000,209
Molokini_Jul2022_0013,8,7000,209,8000,239
Molokini_Jul2022_0013,9,8000,239,9000,269
Molokini_Jul2022_0013,10,9000,269,10000,299
Molokini_Jul2022_0013,11,10000,299,11000,329
Molokini_Jul2022_0013,12,11000,329,12000,359
Molokini_Jul2022_0013,13,12000,359,13000,389
Molokini_Jul2022_0013,14,13000,389,14000,419
Molokini_Jul2022_0013,15,14000,419,15000,449
Molokini_Jul2022_0013,16,15000,449,15110,452
Manza_Feb2020_0024,1,0,0,1000,30
Manza_Feb2020_0024,2,1000,30,2000,60
Manza_Feb2020_0024,3,2000,60,3000,90
Manza_Feb2020_0024,4,3000,90,4000,120
Manza_Feb2020_0024,5,4000,120,5000,150
Manza_Feb2020_0024,6,5000,150,6000,180
Manza_Feb2020_0024,7,6000,180,7000,210
Manza_Feb2020_0024,8,7000,210,8000,240
Manza_Feb2020_0024,9,8000,240,9000,270
Manza_Feb2020_0024,10,9000,270,10000,300
Manza_Feb2020_0024,11,10000,300,11000,330
Manza_Feb2020_0024,12,11000,330,12000,360
Manza_Feb2020_0024,13,12000,360,13000,390
Manza_Feb2020_0024,14,13000,390,14000,420
Manza_Feb2020_0024,15,14000,420,15000,450
Manza_Feb2020_0024,16,15000,450,16000,480
Manza_Feb2020_0024,17,16000,480,17000,510
Manza_Feb2020_0024,18,17000,510,18000,540
Manza_Feb2020_0024,19,18000,540,19000,570
Manza_Feb2020_0024,20,19000,570,20000,600
Manza_Feb2020_0024,21,20000,600,21000,630
Manza_Feb2020_0024,22,21000,630,22000,660
Manza_Feb2020_0024,23,22000,660,23000,690
Manza_Feb2020_0024,24,23000,690,24000,720
Manza_Feb2020_0024,25,24000,720,25000,750
Manza_Feb2020_0024,26,25000,750,26000,780
Manza_Feb2020_0024,27,26000,780,27000,810
Manza_Feb2020_0024,28,27000,810,28000,840
Manza_Feb2020_0024,29,28000,840,29000,870
Manza_Feb2020_0024,30,29000,870,30000,900
Manza_Feb2020_0024,31,30000,900,31000,930
Manza_Feb2020_0024,32,31000,930,32000,960
Manza_Feb2020_0024,33,32000,960,33000,990
Manza_Feb2020_0024,34,33000,990,34000,1020
Manza_Feb2020_0024,35,34000,1020,35000,1050
Manza_Feb2020_0024,36,35000,1050,36000,1080
Manza_Feb2020_0024,37,36000,1080,37000,1110
Manza_Feb2020_0024,38,37000,1110,38000,1140
Manza_Feb2020_0024,39,38000,1140,39000,1170
Manza_Feb2020_0024,40,39000,1170,40000,1200
Manza_Feb2020_0024,41,40000,1200,41000,1230
Manza_Feb2020_0024,42,41000,1230,42000,1260
Manza_Feb2020_0024,43,42000,1260,43000,1290
Manza_Feb2020_0024,44,43000,1290,44000,1320
Manza_Feb2020_0051,1,0,0,1000,30
Manza_Feb2020_0051,2,1000,30,2000,60
Manza_Feb2020_0051,3,2000,60,3000,90
Manza_Feb2020_0051,4,3000,90,4000,120
Manza_Feb2020_0051,5,4000,120,5000,150
Manza_Feb2020_0051,6,5000,150,6000,180
Manza_Feb2020_0051,7,6000,180,7000,210
Manza_Feb2020_0051,8,7000,210,8000,240
Manza_Feb2020_0051,9,8000,240,9000,270
Manza_Feb2020_0051,10,9000,270,10000,300
Manza_Feb2020_0051,11,10000,300,11000,330
Manza_Feb2020_0051,12,11000,330,12000,360
Manza_Feb2020_0051,13,12000,360,13000,390
Manza_Feb2020_0051,14,13000,390,14000,420
Manza_Feb2020_0051,15,14000,420,15000,450
Manza_Feb2020_0051,16,15000,450,16000,480
Manza_Feb2020_0051,17,16000,480,17000,510
Manza_Feb2020_0051,18,17000,510,18000,540
Manza_Feb2020_0051,19,18000,540,19000,570
Manza_Feb2020_0051,20,19000,570,20000,600
Manza_Feb2020_0051,21,20000,600,21000,630
Manza_Feb2020_0051,22,21000,630,22000,660
Manza_Feb2020_0051,23,22000,660,23000,690
Manza_Feb2020_0051,24,23000,690,24000,720
Manza_Feb2020_0051,25,24000,720,25000,750
Manza_Feb2020_0051,26,25000,750,26000,780
Manza_Feb2020_0051,27,26000,780,27000,810
Manza_Feb2020_0051,28,27000,810,28000,840
Manza_Feb2020_0051,29,28000,840,29000,870
Manza_Feb2020_0051,30,29000,870,30000,900
Manza_Feb2020_0051,31,30000,900,31000,930
Manza_Feb2020_0051,32,31000,930,32000,960
Manza_Feb2020_0051,33,32000,960,33000,990
Manza_Feb2020_0051,34,33000,990,34000,1020
Manza_Feb2020_0051,35,34000,1020,35000,1050
Manza_Feb2020_0051,36,35000,1050,36000,1080
Manza_Feb2020_0051,37,36000,1080,37000,1110
Manza_Feb2020_0051,38,37000,1110,38000,1140
Lembeh_Jul2013_0004,1,0,0,1000,23
Lembeh_Jul2013_0004,2,1000,23,2000,47
Lembeh_Jul2013_0004,3,2000,47,3000,71
Lembeh_Jul2013_0004,4,3000,71,4000,95
Lembeh_Jul2013_0004,5,4000,95,5000,119
Lembeh_Jul2013_0004,6,5000,119,6000,143
Lembeh_Jul2013_0004,7,6000,143,7000,167
Lembeh_Jul2013_0004,8,7000,167,8000,191
Lembeh_Jul2013_0004,9,8000,191,9000,215
Lembeh_Jul2013_0004,10,9000,215,10000,239
Lembeh_Jul2013_0004,11,10000,239,11000,263
Lembeh_Jul2013_0004,12,11000,263,11550,276
Oahu2_Jul2022_0039,1,0,0,1000,29
Oahu2_Jul2022_0039,2,1000,29,2000,59
Oahu2_Jul2022_0039,3,2000,59,3000,89
Oahu2_Jul2022_0039,4,3000,89,4000,119
Oahu2_Jul2022_0039,5,4000,119,5000,149
Oahu2_Jul2022_0039,6,5000,149,6000,179
Oahu2_Jul2022_0039,7,6000,179,7000,209
Oahu2_Jul2022_0039,8,7000,209,8000,239
Oahu2_Jul2022_0039,9,8000,239,9000,269
Oahu2_Jul2022_0039,10,9000,269,10000,299
Oahu2_Jul2022_0039,11,10000,299,11000,329
Oahu2_Jul2022_0039,12,11000,329,12000,359
Oahu2_Jul2022_0039,13,12000,359,13000,389
Oahu2_Jul2022_0039,14,13000,389,14000,419
Oahu2_Jul2022_0039,15,14000,419,15000,449
Oahu2_Jul2022_0039,16,15000,449,16000,479
Oahu2_Jul2022_0039,17,16000,479,17000,509
Oahu2_Jul2022_0039,18,17000,509,18000,539
Oahu2_Jul2022_0039,19,18000,539,19000,569
Oahu2_Jul2022_0039,20,19000,569,20000,599
Oahu2_Jul2022_0039,21,20000,599,21000,629
Oahu2_Jul2022_0039,22,21000,629,22000,659
Oahu2_Jul2022_0039,23,22000,659,23000,689
Oahu2_Jul2022_0039,24,23000,689,24000,719
Oahu2_Jul2022_0039,25,24000,719,25000,749
Oahu2_Jul2022_0039,26,25000,749,26000,779
Oahu2_Jul2022_0039,27,26000,779,27000,809
Oahu2_Jul2022_0039,28,27000,809,28000,839
Oahu2_Jul2022_0039,29,28000,839,29000,869
Oahu2_Jul2022_0039,30,29000,869,30000,899
Oahu2_Jul2022_0039,31,30000,899,31000,929
Oahu2_Jul2022_0039,32,31000,929,32000,959
Oahu2_Jul2022_0039,33,32000,959,33000,989
Oahu2_Jul2022_0039,34,33000,989,34000,1018
Oahu2_Jul2022_0039,35,34000,1018,35000,1048
Oahu2_Jul2022_0039,36,35000,1048,36000,1078
Oahu2_Jul2022_0039,37,36000,1078,37000,1108
Oahu2_Jul2022_0039,38,37000,1108,38000,1138
Oahu2_Jul2022_0039,39,38000,1138,39000,1168
Oahu2_Jul2022_0039,40,39000,1168,40000,1198
Oahu2_Jul2022_0039,41,40000,1198,41000,1228
Oahu2_Jul2022_0039,42,41000,1228,42000,1258
Oahu2_Jul2022_0039,43,42000,1258,43000,1288
Oahu2_Jul2022_0039,44,43000,1288,44000,1318
Oahu2_Jul2022_0039,45,44000,1318,45000,1348
Oahu2_Jul2022_0039,46,45000,1348,46000,1378
Oahu2_Jul2022_0039,47,46000,1378,47000,1408
Oahu2_Jul2022_0039,48,47000,1408,48000,1438
Oahu2_Jul2022_0039,49,48000,1438,49000,1468
Oahu2_Jul2022_0039,50,49000,1468,50000,1498
Oahu2_Jul2022_0039,51,50000,1498,51000,1528
Oahu2_Jul2022_0039,52,51000,1528,52000,1558
Oahu2_Jul2022_0039,53,52000,1558,53000,1588
Oahu2_Jul2022_0039,54,53000,1588,54000,1618
Oahu2_Jul2022_0039,55,54000,1618,55000,1648
Oahu2_Jul2022_0039,56,55000,1648,56000,1678
Oahu2_Jul2022_0039,57,56000,1678,57000,1708
Oahu2_Jul2022_0039,58,57000,1708,58000,1738
Oahu2_Jul2022_0039,59,58000,1738,59000,1768
Oahu2_Jul2022_0039,60,59000,1768,60000,1798
Oahu2_Jul2022_0039,61,60000,1798,61000,1828
NusaPenida_Jul2022_0097,1,0,0,1000,29
NusaPenida_Jul2022_0097,2,1000,29,2000,59
NusaPenida_Jul2022_0097,3,2000,59,3000,89
NusaPenida_Jul2022_0097,4,3000,89,4000,119
NusaPenida_Jul2022_0097,5,4000,119,5000,149
NusaPenida_Jul2022_0097,6,5000,149,6000,179
NusaPenida_Jul2022_0097,7,6000,179,7000,209
NusaPenida_Jul2022_0097,8,7000,209,8000,239
NusaPenida_Jul2022_0097,9,8000,239,9000,269
NusaPenida_Jul2022_0097,10,9000,269,10000,299
NusaPenida_Jul2022_0097,11,10000,299,11000,329
NusaPenida_Jul2022_0097,12,11000,329,12000,359
NusaPenida_Jul2022_0097,13,12000,359,13000,389
NusaPenida_Jul2022_0097,14,13000,389,14000,419
NusaPenida_Jul2022_0097,15,14000,419,15000,449
NusaPenida_Jul2022_0097,16,15000,449,16000,479
NusaPenida_Jul2022_0097,17,16000,479,17000,509
NusaPenida_Jul2022_0097,18,17000,509,18000,539
NusaPenida_Jul2022_0097,19,18000,539,19000,569
NusaPenida_Jul2022_0097,20,19000,569,20000,599
NusaPenida_Jul2022_0097,21,20000,599,21000,629
NusaPenida_Jul2022_0097,22,21000,629,22000,659
NusaPenida_Jul2022_0097,23,22000,659,23000,689
NusaPenida_Jul2022_0097,24,23000,689,24000,719
NusaPenida_Jul2022_0097,25,24000,719,25000,749
NusaPenida_Jul2022_0097,26,25000,749,26000,779
NusaPenida_Jul2022_0097,27,26000,779,27000,809
NusaPenida_Jul2022_0097,28,27000,809,28000,839
NusaPenida_Jul2022_0097,29,28000,839,29000,869
NusaPenida_Jul2022_0097,30,29000,869,30000,899
NusaPenida_Jul2022_0097,31,30000,899,31000,929
NusaPenida_Jul2022_0097,32,31000,929,32000,959
Lanai_Jul2022_0039,1,0,0,1000,29
Lanai_Jul2022_0039,2,1000,29,2000,59
Lanai_Jul2022_0039,3,2000,59,3000,89
Lanai_Jul2022_0039,4,3000,89,4000,119
Lanai_Jul2022_0039,5,4000,119,5000,149
Lanai_Jul2022_0039,6,5000,149,6000,179
Lanai_Jul2022_0039,7,6000,179,7000,209
Lanai_Jul2022_0039,8,7000,209,8000,239
Lanai_Jul2022_0039,9,8000,239,9000,269
Lanai_Jul2022_0039,10,9000,269,10000,299
Lanai_Jul2022_0039,11,10000,299,11000,329
Lanai_Jul2022_0039,12,11000,329,12000,359
Lanai_Jul2022_0039,13,12000,359,13000,389
Lanai_Jul2022_0039,14,13000,389,14000,419
Lanai_Jul2022_0039,15,14000,419,15000,449
Lanai_Jul2022_0039,16,15000,449,16000,479
Lanai_Jul2022_0039,17,16000,479,17000,509
Lanai_Jul2022_0039,18,17000,509,18000,539
Lanai_Jul2022_0039,19,18000,539,19000,569
Lanai_Jul2022_0039,20,19000,569,20000,599
Lanai_Jul2022_0039,21,20000,599,21000,629
Lanai_Jul2022_0039,22,21000,629,22000,659
Lanai_Jul2022_0039,23,22000,659,23000,689
Lanai_Jul2022_0039,24,23000,689,24000,719
Lanai_Jul2022_0039,25,24000,719,25000,749
Lanai_Jul2022_0039,26,25000,749,26000,779
Lanai_Jul2022_0039,27,26000,779,27000,809
Lanai_Jul2022_0039,28,27000,809,28000,839
Lanai_Jul2022_0039,29,28000,839,29000,869
Lanai_Jul2022_0039,30,29000,869,30000,899
Lanai_Jul2022_0039,31,30000,899,31000,929
Lanai_Jul2022_0039,32,31000,929,32000,959
Lanai_Jul2022_0039,33,32000,959,33000,989
Lanai_Jul2022_0039,34,33000,989,34000,1018
Lanai_Jul2022_0039,35,34000,1018,35000,1048
Lanai_Jul2022_0039,36,35000,1048,36000,1078
Lanai_Jul2022_0039,37,36000,1078,37000,1108
Lanai_Jul2022_0039,38,37000,1108,38000,1138
Lanai_Jul2022_0039,39,38000,1138,39000,1168
Lanai_Jul2022_0039,40,39000,1168,40000,1198
Lanai_Jul2022_0039,41,40000,1198,41000,1228
Lanai_Jul2022_0039,42,41000,1228,42000,1258
Lanai_Jul2022_0039,43,42000,1258,43000,1288
Lanai_Jul2022_0039,44,43000,1288,44000,1318
Lanai_Jul2022_0039,45,44000,1318,45000,1348
Lanai_Jul2022_0039,46,45000,1348,46000,1378
Lanai_Jul2022_0039,47,46000,1378,47000,1408
Tulamben1_Jun2022_0003,1,0,0,1000,29
Tulamben1_Jun2022_0003,2,1000,29,2000,59
Tulamben1_Jun2022_0003,3,2000,59,3000,89
Tulamben1_Jun2022_0003,4,3000,89,4000,119
Tulamben1_Jun2022_0003,5,4000,119,5000,149
Tulamben1_Jun2022_0003,6,5000,149,6000,179
Tulamben1_Jun2022_0003,7,6000,179,7000,209
Tulamben1_Jun2022_0003,8,7000,209,8000,239
Tulamben1_Jun2022_0003,9,8000,239,9000,269
Tulamben1_Jun2022_0003,10,9000,269,10000,299
Tulamben1_Jun2022_0003,11,10000,299,11000,329
Tulamben1_Jun2022_0003,12,11000,329,12000,359
Tulamben1_Jun2022_0003,13,12000,359,13000,389
Tulamben1_Jun2022_0003,14,13000,389,14000,419
Tulamben1_Jun2022_0003,15,14000,419,15000,449
Tulamben1_Jun2022_0003,16,15000,449,16000,479
Tulamben1_Jun2022_0003,17,16000,479,17000,509
Tulamben1_Jun2022_0003,18,17000,509,18000,539
Tulamben1_Jun2022_0003,19,18000,539,19000,569
Tulamben1_Jun2022_0003,20,19000,569,20000,599
Tulamben1_Jun2022_0003,21,20000,599,21000,629
Tulamben1_Jun2022_0003,22,21000,629,22000,659
Tulamben1_Jun2022_0003,23,22000,659,23000,689
Tulamben1_Jun2022_0003,24,23000,689,24000,719
Tulamben1_Jun2022_0003,25,24000,719,25000,749
Tulamben1_Jun2022_0003,26,25000,749,26000,779
Tulamben1_Jun2022_0003,27,26000,779,27000,809
Tulamben1_Jun2022_0003,28,27000,809,28000,839
Tulamben1_Jun2022_0003,29,28000,839,28460,852
Bali_Apr2014_0002,1,0,0,1000,23
Bali_Apr2014_0002,2,1000,23,2000,47
Bali_Apr2014_0002,3,2000,47,3000,71
Bali_Apr2014_0002,4,3000,71,4000,95
Bali_Apr2014_0002,5,4000,95,5000,119
Bali_Apr2014_0002,6,5000,119,6000,143
Bali_Apr2014_0002,7,6000,143,7000,167
Bali_Apr2014_0002,8,7000,167,8000,191
Bali_Apr2014_0002,9,8000,191,9000,215
Bali_Apr2014_0002,10,9000,215,10000,239
Bali_Apr2014_0002,11,10000,239,11000,263
Bali_Apr2014_0002,12,11000,263,11470,275
Tulamben2_Jun2022_0028,1,0,0,1000,29
Tulamben2_Jun2022_0028,2,1000,29,2000,59
Tulamben2_Jun2022_0028,3,2000,59,3000,89
Tulamben2_Jun2022_0028,4,3000,89,4000,119
Tulamben2_Jun2022_0028,5,4000,119,5000,149
Tulamben2_Jun2022_0028,6,5000,149,6000,179
Tulamben2_Jun2022_0028,7,6000,179,7000,209
Tulamben2_Jun2022_0028,8,7000,209,8000,239
Tulamben2_Jun2022_0028,9,8000,239,9000,269
Tulamben2_Jun2022_0028,10,9000,269,10000,299
Tulamben2_Jun2022_0028,11,10000,299,11000,329
Tulamben2_Jun2022_0028,12,11000,329,12000,359
Tulamben2_Jun2022_0028,13,12000,359,13000,389
Tulamben2_Jun2022_0028,14,13000,389,14000,419
Tulamben2_Jun2022_0028,15,14000,419,15000,449
Tulamben2_Jun2022_0028,16,15000,449,16000,479
Tulamben2_Jun2022_0028,17,16000,479,17000,509
Tulamben2_Jun2022_0028,18,17000,509,18000,539
Tulamben2_Jun2022_0028,19,18000,539,19000,569
Tulamben2_Jun2022_0028,20,19000,569,20000,599
Tulamben2_Jun2022_0028,21,20000,599,21000,629
Tulamben2_Jun2022_0028,22,21000,629,22000,659
Tulamben2_Jun2022_0028,23,22000,659,23000,689
Tulamben2_Jun2022_0028,24,23000,689,24000,719
Tulamben2_Jun2022_0028,25,24000,719,25000,749
Tulamben2_Jun2022_0028,26,25000,749,26000,779
Tulamben2_Jun2022_0028,27,26000,779,27000,809
Tulamben2_Jun2022_0028,28,27000,809,28000,839
Tulamben2_Jun2022_0028,29,28000,839,29000,869
Tulamben2_Jun2022_0028,30,29000,869,30000,899
Tulamben2_Jun2022_0028,31,30000,899,31000,929
Tulamben2_Jun2022_0028,32,31000,929,32000,959
Tulamben2_Jun2022_0028,33,32000,959,33000,989
Tulamben2_Jun2022_0028,34,33000,989,34000,1018
Tulamben2_Jun2022_0028,35,34000,1018,35000,1048
Tulamben2_Jun2022_0028,36,35000,1048,36000,1078
Tulamben2_Jun2022_0028,37,36000,1078,37000,1108
Tulamben2_Jun2022_0028,38,37000,1108,38000,1138
Tulamben2_Jun2022_0028,39,38000,1138,39000,1168
Tulamben2_Jun2022_0028,40,39000,1168,40000,1198
Tulamben2_Jun2022_0028,41,40000,1198,41000,1228
Tulamben2_Jun2022_0028,42,41000,1228,42000,1258
Tulamben2_Jun2022_0028,43,42000,1258,43000,1288
Tulamben2_Jun2022_0028,44,43000,1288,44000,1318
Tulamben2_Jun2022_0028,45,44000,1318,45000,1348
Tulamben2_Jun2022_0028,46,45000,1348,46000,1378
Tulamben2_Jun2022_0028,47,46000,1378,47000,1408
Tulamben2_Jun2022_0028,48,47000,1408,48000,1438
Tulamben2_Jun2022_0028,49,48000,1438,49000,1468
Tulamben2_Jun2022_0028,50,49000,1468,50000,1498
Tulamben2_Jun2022_0028,51,50000,1498,51000,1528
Tulamben2_Jun2022_0028,52,51000,1528,52000,1558
Tulamben2_Jun2022_0028,53,52000,1558,53000,1588
Manza_Feb2020_0008,1,0,0,1000,30
Manza_Feb2020_0008,2,1000,30,2000,60
Manza_Feb2020_0008,3,2000,60,2470,74
Tulamben1_Jun2022_0100,1,0,0,1000,29
Tulamben1_Jun2022_0100,2,1000,29,2000,59
Tulamben1_Jun2022_0100,3,2000,59,3000,89
Tulamben1_Jun2022_0100,4,3000,89,4000,119
Tulamben1_Jun2022_0100,5,4000,119,5000,149
Tulamben1_Jun2022_0100,6,5000,149,6000,179
Tulamben1_Jun2022_0100,7,6000,179,7000,209
Tulamben1_Jun2022_0100,8,7000,209,8000,239
Tulamben1_Jun2022_0100,9,8000,239,8039,240
Silverstrand_Aug2022_0020,1,0,0,1000,60
Silverstrand_Aug2022_0020,2,1000,60,2000,120
Silverstrand_Aug2022_0020,3,2000,120,3000,180
Silverstrand_Aug2022_0020,4,3000,180,4000,240
Silverstrand_Aug2022_0020,5,4000,240,5000,300
Silverstrand_Aug2022_0020,6,5000,300,6000,360
Silverstrand_Aug2022_0020,7,6000,360,7000,420
Silverstrand_Aug2022_0020,8,7000,420,7310,438
PhuQuoc_Jun2022_0001,1,0,0,1000,29
PhuQuoc_Jun2022_0001,2,1000,29,2000,59
PhuQuoc_Jun2022_0001,3,2000,59,3000,89
PhuQuoc_Jun2022_0001,4,3000,89,4000,119
PhuQuoc_Jun2022_0001,5,4000,119,5000,149
PhuQuoc_Jun2022_0001,6,5000,149,6000,179
PhuQuoc_Jun2022_0001,7,6000,179,7000,209
PhuQuoc_Jun2022_0001,8,7000,209,8000,239
PhuQuoc_Jun2022_0001,9,8000,239,9000,269
PhuQuoc_Jun2022_0001,10,9000,269,10000,299
PhuQuoc_Jun2022_0001,11,10000,299,11000,329
PhuQuoc_Jun2022_0001,12,11000,329,12000,359
PhuQuoc_Jun2022_0001,13,12000,359,13000,389
PhuQuoc_Jun2022_0001,14,13000,389,14000,419
PhuQuoc_Jun2022_0001,15,14000,419,15000,449
PhuQuoc_Jun2022_0001,16,15000,449,16000,479
PhuQuoc_Jun2022_0001,17,16000,479,17000,509
PhuQuoc_Jun2022_0001,18,17000,509,18000,539
PhuQuoc_Jun2022_0001,19,18000,539,19000,569
PhuQuoc_Jun2022_0001,20,19000,569,20000,599
PhuQuoc_Jun2022_0001,21,20000,599,21000,629
PhuQuoc_Jun2022_0001,22,21000,629,22000,659
PhuQuoc_Jun2022_0001,23,22000,659,23000,689
PhuQuoc_Jun2022_0001,24,23000,689,24000,719
PhuQuoc_Jun2022_0001,25,24000,719,25000,749
PhuQuoc_Jun2022_0001,26,25000,749,26000,779
PhuQuoc_Jun2022_0001,27,26000,779,27000,809
